행정구역명,학원/교습소,학원명,도로명주소,도로명상세주소,분야명,정원합계
동대문구,학원,김경훈수학학원,서울특별시 동대문구 장한로28길 26,", 2층 (장안동)",입시.검정 및 보습,20
동대문구,교습소,윤선생크레시티영어교습소,서울특별시 동대문구 답십리로 76,", 2층 (전농동)",입시.검정 및 보습,104
동대문구,교습소,답십리e-해법수학교습소,서울특별시 동대문구 답십리로 95,", 3층 (답십리동)",입시.검정 및 보습,18
동대문구,학원,DJM실용음악학원,서울특별시 동대문구 천호대로91길 83,", 4층 (장안동)",예능(대),96
동대문구,학원,눈높이러닝센터베스트학원,서울특별시 동대문구 전농로 111,", 동호빌딩 4층 (답십리동)",입시.검정 및 보습,375
동대문구,교습소,한림원수학교습소,서울특별시 동대문구 제기로 131,", 상가 122동 403호 (청량리동,한신아파트)",입시.검정 및 보습,35
동대문구,교습소,라온영어교습소,서울특별시 동대문구 답십리로69길 11,", 2층 일부 (장안동)",입시.검정 및 보습,54
동대문구,교습소,원어민중국어교습소,서울특별시 동대문구 사가정로17길 15,", 래미안아름숲상가 2층 202호 (전농동)",국제화,32
동대문구,교습소,스마트해법전농우성수학교습소,서울특별시 동대문구 사가정로 190,", 308호 일부 (전농동, 전농우성아파트상가)",입시.검정 및 보습,27
동대문구,교습소,김나음스튜디오미술교습소,서울특별시 동대문구 회기로 157,", 3층 (회기동)",예능(대),18
동대문구,학원,미술로생각하기동대문전농학원,서울특별시 동대문구 사가정로 148,", 주상가동 302호 (전농동, 전농 SK아파트)",예능(대),5
동대문구,학원,한국청소직업전문학원,서울특별시 동대문구 황물로 42,", 301호, 302호 (답십리동)",직업기술,197
동대문구,학원,혁신독서실,서울특별시 동대문구 답십리로48길 82,", 1층일부 2층 (답십리동)",독서실,100
동대문구,교습소,뮤엠영어교습소,서울특별시 동대문구 약령시로 13-1,", 1층 (제기동)",입시.검정 및 보습,20
동대문구,교습소,파스칼수학교습소,서울특별시 동대문구 정릉천동로 58,", 202호 (용두동, 롯데캐슬피렌체)",입시.검정 및 보습,45
동대문구,학원,달란트음악학원,서울특별시 동대문구 전농로3길 12,", 2층 (답십리동)",예능(대),37
동대문구,학원,아발론랭콘잉글리쉬동대문전농어학원,서울특별시 동대문구 답십리로 77,", 3층 일부 (전농동)",국제화,170
동대문구,학원,한수위P?K학원,서울특별시 동대문구 장한로 186,", 3층 일부 (장안동)",입시.검정 및 보습,90
동대문구,학원,세우방송예술학원,서울특별시 동대문구 천호대로 433,", 9층 (장안동)",직업기술,50
동대문구,학원,대치에스학원,서울특별시 동대문구 망우로 123,", 6층일부 (휘경동)",입시.검정 및 보습,950
동대문구,교습소,동그라미술교습소,서울특별시 동대문구 사가정로17길 15,", 래미안아름숲상가 204호 (전농동)",예능(대),54
동대문구,학원,장안탑학원,서울특별시 동대문구 답십리로69길 8,", 4층일부 (장안동,장안동 근린생활시설)",입시.검정 및 보습,60
동대문구,학원,대치K영어수학전문학원,서울특별시 동대문구 장한로18길 57,", 2층 (장안동,축제빌딩)",입시.검정 및 보습,142
동대문구,학원,김동수학원,서울특별시 동대문구 이문로 61,", 2층 (이문동)",입시.검정 및 보습,120
동대문구,학원,이화음악학원,서울특별시 동대문구 고산자로 534,", 상가동 307호 (제기동,한신아파트)",예능(대),50
동대문구,학원,동대문ECC어학원,서울특별시 동대문구 사가정로 80,", 2층 203~210호 (답십리동)",국제화,126
동대문구,교습소,신수학교습소,서울특별시 동대문구 사가정로17길 15,", 103호 (전농동, 래미안아름숲상가)",입시.검정 및 보습,11
동대문구,학원,유니온2미술학원,서울특별시 동대문구 사가정로 122,", 303호?307호 (전농동, 전농동하우스토리)",예능(대),100
동대문구,학원,더큰수학학원,서울특별시 동대문구 장한로 140,", 302호 (장안동)",입시.검정 및 보습,112
동대문구,교습소,한우리독서토론논술교습소,서울특별시 동대문구 장한로28가길 45,", 4층, 403호 (장안동)",입시.검정 및 보습,25
동대문구,학원,쇼팽음악학원,서울특별시 동대문구 전농로23길 8,", 3층 (전농동)",예능(대),49
동대문구,학원,경희음악학원,서울특별시 동대문구 회기로25길 11,", 2층 (회기동)",예능(대),111
동대문구,교습소,주아트미술교습소,서울특별시 동대문구 사가정로 65,", 전농7구역 단지내상가 2단지 218,219호 (전농동 440-9,래미안크레시티아파트상가)",예능(대),27
동대문구,교습소,모든기타교습소,서울특별시 동대문구 장안벚꽃로 167,", 206호 (장안동 329-3,래미안장안2차아파트)",예능(대),4
동대문구,학원,웅진씽크빅학습센터장안학원,서울특별시 동대문구 장한로32길 13,", 2층 (장안동)",입시.검정 및 보습,220
동대문구,학원,임정미영재음악학원,서울특별시 동대문구 전농로16길 54,", 2층?3층 (전농동)",예능(대),48
동대문구,학원,더센터학원,서울특별시 동대문구 회기로21길 44,", 3층 (회기동)",기타(대),15
동대문구,교습소,아벨수학교습소,서울특별시 동대문구 한천로 250,", 주상가동201호 (휘경동 57-3, 주공아파트)",입시.검정 및 보습,64
동대문구,학원,EiE장안캠퍼스학원,서울특별시 동대문구 답십리로 293,", 3층일부 (장안동)",입시.검정 및 보습,42
동대문구,학원,스마트스터디빨간펜수학의달인학원,서울특별시 동대문구 답십리로72길 96,", 2층 (장안동)",입시.검정 및 보습,165
동대문구,학원,블랙홀학원,서울특별시 동대문구 홍릉로 23,", 4층 (청량리동)",기예(대),150
동대문구,교습소,윤선생영어교실동답영어교습소,서울특별시 동대문구 답십리로60길 78,", 2층 (답십리동)",입시.검정 및 보습,36
동대문구,교습소,다성수학교습소,서울특별시 동대문구 사가정로 136,", 3층 일부 (전농동 40)",입시.검정 및 보습,30
동대문구,교습소,더한수학교습소,서울특별시 동대문구 장안벚꽃로 107,", 제1상가동 304호 (장안동, 장안현대홈타운)",입시.검정 및 보습,54
동대문구,학원,연세A+학원,서울특별시 동대문구 제기로 130,", 3층 (청량리동)",입시.검정 및 보습,106
동대문구,교습소,엠클래스수학교습소,서울특별시 동대문구 전농로3가길 2,", 1층 일부 (답십리동 270-8)",입시.검정 및 보습,25
동대문구,교습소,윤선생우리집앞영어교실배봉카이로스영어교습소,서울특별시 동대문구 한천로39길 17,", 2층 일부 (전농동)",입시.검정 및 보습,126
동대문구,교습소,쌍용한우리독서논술교습소,서울특별시 동대문구 신이문로 39,", 3층일부 (이문동)",입시.검정 및 보습,20
동대문구,학원,장안이투스수학학원,서울특별시 동대문구 답십리로69길 45,", 2층 (장안동)",입시.검정 및 보습,40
동대문구,학원,THN최상위영수학원,서울특별시 동대문구 전농로 111,", 3층 (답십리동)",입시.검정 및 보습,96
동대문구,학원,메쏘드수학학원,서울특별시 동대문구 한천로 242,", 2층일부 (전농동)",입시.검정 및 보습,90
동대문구,학원,포레스트뮤직음악학원,서울특별시 동대문구 장한로28길 48,", 3층 일부 (장안동)",예능(대),90
동대문구,학원,탑클래스학원,서울특별시 동대문구 전농로 68-3,", 2층 (답십리동)",입시.검정 및 보습,200
동대문구,학원,B&K월드댄스스포츠학원,서울특별시 동대문구 천호대로 427-4,", 3층일부 (장안동)",기예(대),22
동대문구,학원,예일집중관학원,서울특별시 동대문구 한천로26길 23,", 2층 (장안동)",입시.검정 및 보습,46
동대문구,학원,에듀플렉스에듀코치개별지도전농학원,서울특별시 동대문구 전농로 111,", 2층 일부 (답십리동)",입시.검정 및 보습,570
동대문구,학원,동대문색소폰음악학원,서울특별시 동대문구 전농로 99,", 2층 (답십리동)",기예(대),20
동대문구,교습소,신마술피리음악교습소,서울특별시 동대문구 사가정로2길 60,", 2층 (답십리동 322-13)",예능(대),32
동대문구,학원,언어의미래중고등국어전문학원,서울특별시 동대문구 장한로28길 14,", 3층 (장안동)",입시.검정 및 보습,200
동대문구,교습소,스카이에듀논술교습소,서울특별시 동대문구 한천로58길 107,", 104호 (이문동, 현대아파트)",입시.검정 및 보습,16
동대문구,학원,포텐독서실,서울특별시 동대문구 답십리로60길 134,", 상가동 204~209호 (답십리동, 동아아파트)",독서실,2
동대문구,학원,명진보습학원,서울특별시 동대문구 답십리로23나길 17,", 2층 (전농동)",입시.검정 및 보습,126
동대문구,학원,타츠원스시아카데미학원,서울특별시 동대문구 왕산로 43,", 3층 (용두동)",직업기술,343
동대문구,교습소,생각하는수학스터디뱅크수학교습소,서울특별시 동대문구 망우로10길 50,", 1층 101호 (휘경동)",입시.검정 및 보습,60
동대문구,학원,버닝댄스학원,서울특별시 동대문구 이문로 92,", 3층 (이문동)",기예(대),370
동대문구,교습소,경희프라임음악교습소,서울특별시 동대문구 장한로14길 81,", 상가동 204호 (장안동, 래미안 장안아파트)",예능(대),27
동대문구,학원,탑브레인학원,서울특별시 동대문구 장안벚꽃로 107,", 제상가1동 2층 203호?3층 313호 (장안동, 장안현대홈타운)",입시.검정 및 보습,105
동대문구,교습소,JK탄탄영어교습소,서울특별시 동대문구 장안벚꽃로 167,", 213호 (장안동, 래미안장안2차아파트)",입시.검정 및 보습,77
동대문구,학원,유니온3미술학원,서울특별시 동대문구 사가정로 207,", 201호, 202호, 207호 (장안동, 삼협메디스빌딩)",예능(대),135
동대문구,교습소,리딩버디영어교습소,서울특별시 동대문구 한천로 250,", 상가동 203호 (휘경동, 주공아파트)",국제화,72
동대문구,교습소,꿈을그리는정원미술교습소,서울특별시 동대문구 답십리로23길 58,", 1층 일부 (전농동)",예능(대),45
동대문구,교습소,예그린미술교습소,서울특별시 동대문구 답십리로59길 33,", 상가동 301호 (답십리동, 우성그린아파트)",예능(대),28
동대문구,교습소,큰나무공부방수학교습소,서울특별시 동대문구 전농로23길 19,", 1층 일부 (전농동)",입시.검정 및 보습,2
동대문구,학원,피카딜리M미술학원,서울특별시 동대문구 한천로58길 47,", 상가동 302호 (이문동, 쌍용아파트)",예능(대),20
동대문구,학원,동대문플래뮤미술학원,서울특별시 동대문구 사가정로 51,", 3층 (전농동)",예능(대),8
동대문구,학원,길학준스포츠댄스학원,서울특별시 동대문구 왕산로 209,", 3층 일부 (청량리동)",기예(대),35
동대문구,학원,더쌤영어수학2관전문학원,서울특별시 동대문구 장한로28길 50,", 2층 일부 (장안동)",입시.검정 및 보습,180
동대문구,학원,차수학잉글리시아이학원,서울특별시 동대문구 사가정로 111-2,", 3층 일부 (전농동)",입시.검정 및 보습,92
동대문구,학원,영어하다장안동영어학원,서울특별시 동대문구 장한로28가길 45,", 3층 일부?5층 일부 (장안동, 희헌빌딩)",입시.검정 및 보습,600
동대문구,학원,토론하는아이들마스터클럽수학의정곡학원,서울특별시 동대문구 천호대로16길 20,", 3층 (용두동)",입시.검정 및 보습,110
동대문구,학원,해법현대아카데미학원,서울특별시 동대문구 휘경로 43,", 2층 (휘경동)",입시.검정 및 보습,90
동대문구,교습소,새롬수학교습소,서울특별시 동대문구 답십리로60길 78,", 3층 (답십리동)",입시.검정 및 보습,54
동대문구,학원,K수학학원,서울특별시 동대문구 사가정로 80,", 4층 412호 (답십리동, 답십리뉴타운카운티에비뉴)",입시.검정 및 보습,130
동대문구,교습소,신쌤영어교습소,서울특별시 동대문구 장한로34길 18,", 1층 (장안동)",입시.검정 및 보습,25
동대문구,교습소,윤선생우리집앞영어교실전곡영어교습소,서울특별시 동대문구 전농로23길 8,", 4층 (전농동)",입시.검정 및 보습,99
동대문구,교습소,윤선생우리집앞영어교실전동영어교습소,서울특별시 동대문구 전농로16길 44,", 1층일부 (전농동)",입시.검정 및 보습,99
동대문구,학원,토즈스터디센터전농뉴타운독서실,서울특별시 동대문구 사가정로 109,", 3층일부 (전농동)",독서실,1641
동대문구,학원,리딩에비뉴어학원,서울특별시 동대문구 답십리로 303,", 3층 일부 (장안동)",국제화,32
동대문구,교습소,윤선생우리집앞영어교실제기홍파영어교습소,서울특별시 동대문구 고산자로54길 14,", 1층일부 (제기동)",입시.검정 및 보습,18
동대문구,교습소,포레스트아트미술교습소,서울특별시 동대문구 사가정로17길 15,", 102호 (전농동)",예능(대),35
동대문구,교습소,라엘음악교습소,서울특별시 동대문구 한천로58길 139,", 상가동 102호 (이문동)",예능(대),16
동대문구,학원,연세음악학원,서울특별시 동대문구 답십리로72길 98,", 2층 (장안동)",예능(대),50
동대문구,학원,토즈스터디센터장안독서실,서울특별시 동대문구 답십리로 315,", 2층일부 (장안동)",독서실,1272
동대문구,교습소,토론하는아이들국어바이러스국어교습소,서울특별시 동대문구 장안벚꽃로 167,", 주상가동 217호 (장안동, 래미안장안2차아파트)",입시.검정 및 보습,15
동대문구,학원,삼성영어해법수학이문학원,서울특별시 동대문구 신이문로 39,", 2층, 3층일부 (이문동)",입시.검정 및 보습,40
동대문구,학원,청량리이용학원,서울특별시 동대문구 고산자로 441,", 3층 (제기동)",직업기술,443
동대문구,학원,수학의눈학원,서울특별시 동대문구 사가정로 148,", 상가동 401호,402호 (전농동, 전농 SK아파트)",입시.검정 및 보습,191
동대문구,학원,엘빈커피바리스타학원,서울특별시 동대문구 답십리로 304,", 3층2호 (장안동)",직업기술,110
동대문구,교습소,영재주산교습소,서울특별시 동대문구 사가정로 148,", 138동(주상가동) 406호 (전농동, 전농SK아파트)",기타(대),135
동대문구,학원,한댄스스포츠(Han Dance Sports)학원,서울특별시 동대문구 한천로40길 11,", 3층 (장안동)",기예(대),55
동대문구,교습소,루트수학교습소,서울특별시 동대문구 약령시로 25,", 상가동 202호,203호 (제기동, 안암골 벽산아파트)",입시.검정 및 보습,24
동대문구,교습소,강수학교습소,서울특별시 동대문구 망우로21길 4,", 4층일부(왼쪽) (휘경동)",입시.검정 및 보습,49
동대문구,학원,동대문장안소마학원,서울특별시 동대문구 답십리로 264,", 4층 403호 (장안동)",입시.검정 및 보습,72
동대문구,교습소,우리집앞영어제기종암초영어교습소,서울특별시 동대문구 약령시로 16,", 2층일부 (제기동)",입시.검정 및 보습,3
동대문구,학원,테일러아카데미학원,서울특별시 동대문구 하정로5길 19,", 502호 (신설동,미정빌딩)",직업기술,156
동대문구,학원,토즈스터디센터이문독서실,서울특별시 동대문구 이문로 73,", 3층일부 (이문동)",독서실,424
동대문구,학원,라이시움(Lyceum)학원,서울특별시 동대문구 사가정로 109,", 2층우측 (전농동)",입시.검정 및 보습,40
동대문구,학원,맨투맨학원,서울특별시 동대문구 장한로26길 42,", 3층 (장안동)",입시.검정 및 보습,107
동대문구,학원,댄싱퀸(Dancing Queen)댄스스포츠학원,서울특별시 동대문구 왕산로 240,", 4층 (전농동)",기예(대),100
동대문구,교습소,습관수학교습소,서울특별시 동대문구 장한로28길 8,", 3층 (장안동)",입시.검정 및 보습,20
동대문구,교습소,와이에스영어교습소,서울특별시 동대문구 이문로 38,", 402호 (휘경동)",입시.검정 및 보습,28
동대문구,학원,차수학학원,서울특별시 동대문구 답십리로69길 11,", 2층일부 (장안동)",입시.검정 및 보습,42
동대문구,학원,M실용음악학원,서울특별시 동대문구 한천로 189,", 3층 (장안동)",예능(대),240
동대문구,학원,해냄(HENEM)수학학원,서울특별시 동대문구 한천로 90,", 2층 (장안동)",입시.검정 및 보습,66
동대문구,학원,매그닛영어(Magnet English)학원,서울특별시 동대문구 답십리로 291-3,", 2층 (장안동)",입시.검정 및 보습,125
동대문구,교습소,쉬운수학교습소,서울특별시 동대문구 약령시로 10-1,", 205호, 206호(우측) (제기동)",입시.검정 및 보습,14
동대문구,학원,주노영어학원,서울특별시 동대문구 답십리로69길 8,", 2층 (장안동, 장안동 근린생활시설)",입시.검정 및 보습,28
동대문구,학원,동대문캠퍼스닥스어학원,서울특별시 동대문구 전농로 73,", 2층,3층 (답십리동)",국제화,84
동대문구,교습소,연세α수학교습소,서울특별시 동대문구 사가정로 31-1,", 2층 202호 (답십리동)",입시.검정 및 보습,15
동대문구,학원,파고다차이랑회기캠퍼스학원,서울특별시 동대문구 이문로 29,", 4층 402호 (회기동)",입시.검정 및 보습,154
동대문구,학원,삼성영어안평로즈캠퍼스학원,서울특별시 동대문구 장한로14길 81,", 상가동 201호,202호 (장안동, 래미안 장안아파트)",입시.검정 및 보습,85
동대문구,학원,하루수학과학학원,서울특별시 동대문구 전농로3길 12,", 2층 (답십리동)",입시.검정 및 보습,106
동대문구,교습소,한우리독서토론논술답십리래미안논술교습소,서울특별시 동대문구 전농로3길 98,", 1층일부 (답십리동)",입시.검정 및 보습,20
동대문구,학원,동대문폴리(POLY)어학원,서울특별시 동대문구 장안벚꽃로1길 7,", 상가동 301호,302호,303호 (장안동, 장안 힐스테이트)",국제화,72
동대문구,교습소,강샘's수학이야기수학교습소,서울특별시 동대문구 장한로14길 81,", 상가동 302호일부 (장안동, 래미안 장안아파트)",입시.검정 및 보습,20
동대문구,학원,압구정M수학전문학원,서울특별시 동대문구 답십리로 77,", 2층 205호 (전농동)",입시.검정 및 보습,40
동대문구,학원,현대자전거학원,서울특별시 동대문구 난계로28길 8,", 7층 701호 (신설동, 남양빌딩)",직업기술,10
동대문구,학원,세기(Music Academy)음악학원,서울특별시 동대문구 답십리로 140,", 501호 (답십리동, 세기프라자)",예능(대),147
동대문구,학원,손형주영어전문학원,서울특별시 동대문구 한천로 244-5,", 2층 (휘경동)",입시.검정 및 보습,150
동대문구,교습소,리드(lead)영어교습소,서울특별시 동대문구 사가정로 65,", 상가동 201호 (전농동, 래미안크레시티아파트)",입시.검정 및 보습,14
동대문구,학원,EJ이화발레아카데미학원,서울특별시 동대문구 전농로 58-1,", 3층 (답십리동, 서울빌딩)",예능(대),106
동대문구,교습소,수학의달인수학교습소,서울특별시 동대문구 사가정로 148,", 스포츠센터동141동 207호 (전농동, 전농 SK아파트)",입시.검정 및 보습,48
동대문구,학원,하성애무용학원,서울특별시 동대문구 서울시립대로 31,", 상가동 212호 (전농동, 동아아파트)",예능(대),66
동대문구,학원,제기와와학습코칭학원,서울특별시 동대문구 왕산로 71,", 3층 (용두동, 바인르미에르)",입시.검정 및 보습,744
동대문구,학원,아카데미라운지답십리독서실,서울특별시 동대문구 전농로 58-1,", 5층일부, 6층 (답십리동)",독서실,344
동대문구,학원,미래N학원,서울특별시 동대문구 천호대로77길 89,", 3층 (장안동)",입시.검정 및 보습,72
동대문구,학원,블루레더독서실,서울특별시 동대문구 망우로 123,", 601호 (휘경동)",독서실,490
동대문구,교습소,수학의달인배봉점수학교습소,서울특별시 동대문구 사가정로 190,", 상가2층 14호?15호?16호 (전농동, 전농우성아파트)",입시.검정 및 보습,12
동대문구,교습소,그리다미술교습소,서울특별시 동대문구 장한로32길 19,", 105동 302호 (장안동, 삼성리치캐슬)",예능(대),45
동대문구,학원,드릴스터디학원,서울특별시 동대문구 한천로 264,", 4층 402호 (휘경동)",입시.검정 및 보습,60
동대문구,학원,니트아카데미손뜨개학원,서울특별시 동대문구 왕산로 224,", 3층 (전농동)",직업기술,30
동대문구,학원,더올림학원,서울특별시 동대문구 사가정로 130,", 3층 (전농동)",입시.검정 및 보습,60
동대문구,학원,청량대성제넥스학원,서울특별시 동대문구 제기로 131,", 상가122동 501호 502호 506호 (청량리동, 한신아파트)",입시.검정 및 보습,310
동대문구,학원,청량대성학원,서울특별시 동대문구 제기로 131,", 상가 122동 103호,104호,203호,204호,205호,206호 (청량리동, 한신아파트)",입시.검정 및 보습,240
동대문구,학원,캔(CAN)수학전문학원,서울특별시 동대문구 한천로58길 47,", 상가동 301호, 301-1호 (이문동, 쌍용아파트)",입시.검정 및 보습,90
동대문구,교습소,토브뮤직(TOVMUSIC)음악교습소,서울특별시 동대문구 이문로 64-4,", 2층 (이문동)",예능(대),19
동대문구,학원,숙명창의인재교육학원,서울특별시 동대문구 한천로58길 47,", 상가동 403호 (이문동, 쌍용아파트)",입시.검정 및 보습,210
동대문구,교습소,플레이더기타(Play the Guitar)실용음악교습소,서울특별시 동대문구 한천로 300,", 상가동 102호 (휘경동, 동일스위트리버)",예능(대),4
동대문구,교습소,리드인독서테라피논술교습소,서울특별시 동대문구 전농로 97-1,", 2층 (답십리동)",입시.검정 및 보습,36
동대문구,학원,강북멘토스학원,서울특별시 동대문구 왕산로 21,", 1201호 ?1202호 (신설동)",입시.검정 및 보습,270
동대문구,학원,리딩클럽영어학원,서울특별시 동대문구 사가정로 148,", 주상가동 306호 (전농동, 전농 SK아파트)",입시.검정 및 보습,40
동대문구,학원,라미음악학원,서울특별시 동대문구 이문로12길 12,", 1층? 2층 일부 (이문동)",예능(대),350
동대문구,교습소,점프셈장안점수학교습소,서울특별시 동대문구 답십리로 291-3,", 4층 (장안동)",입시.검정 및 보습,63
동대문구,교습소,위너스영어교습소,서울특별시 동대문구 장안벚꽃로 167,", 주상가동 2층 224호 (장안동, 래미안장안2차아파트)",입시.검정 및 보습,15
동대문구,교습소,연세뮤엠영어교습소,서울특별시 동대문구 경희대로4길 79-1,", 1층 일부 (이문동)",입시.검정 및 보습,16
동대문구,학원,개념의힘학원,서울특별시 동대문구 장한로36길 32,", 201호?202호  (장안동)",입시.검정 및 보습,175
동대문구,학원,에쎈음악학원,서울특별시 동대문구 이문로 88-13,", 2층 (이문동)",예능(대),70
동대문구,학원,예일Ⅱ어학원,서울특별시 동대문구 한천로 127,", 2,3층일부 (답십리동)",국제화,101
동대문구,교습소,꿈비서당한문교습소,서울특별시 동대문구 장한로14길 81,", 상가동 111호 (장안동, 래미안 장안아파트)",입시.검정 및 보습,30
동대문구,학원,박은주음악학원,서울특별시 동대문구 사가정로 65,", 상가동 208호,209호,210호,211호 (전농동, 래미안크레시티아파트)",예능(대),70
동대문구,학원,더원(The One)영어학원,서울특별시 동대문구 사가정로 207,", 402호 (장안동, 삼협메디스빌딩)",입시.검정 및 보습,25
동대문구,학원,매쓰폴리아수학전문학원,서울특별시 동대문구 사가정로 147,", 2층 (전농동)",입시.검정 및 보습,260
동대문구,교습소,그리고미술교습소,서울특별시 동대문구 회기로12길 14,", 1층 (회기동)",예능(대),36
동대문구,학원,김정윤영어학원,서울특별시 동대문구 이문로 75,", 2층 (이문동)",입시.검정 및 보습,60
동대문구,교습소,경희엔젤음악교습소,서울특별시 동대문구 회기로25길 55,", 1층 (이문동)",예능(대),27
동대문구,교습소,서강엘프라임영어교습소,서울특별시 동대문구 사가정로 65,", 201동 상가 203호 (전농동, 래미안 크레시티)",입시.검정 및 보습,42
동대문구,학원,해바라기화실미술학원,서울특별시 동대문구 답십리로72길 92,", 2층 (장안동)",예능(대),285
동대문구,학원,그레이스댄스아카데미학원,서울특별시 동대문구 고미술로 12,", 2층 (답십리동, 미래빌딩)",기예(대),120
동대문구,학원,토즈스터디센터답십리역독서실,서울특별시 동대문구 전농로 24,", 4층 일부 (답십리동, 계림빌딩)",독서실,972
동대문구,교습소,채움영어교습소,서울특별시 동대문구 약령시로 13,", 201호 일부 (제기동, 제기동 다세대주택)",입시.검정 및 보습,80
동대문구,학원,FTK잉글리쉬어학원,서울특별시 동대문구 전농로 58-1,", 2층?4층 (답십리동, 서울빌딩)",국제화,48
동대문구,학원,수학의힘동대문캠퍼스학원,서울특별시 동대문구 답십리로 140,", 206호, 207호 (답십리동, 세기프라자)",입시.검정 및 보습,259
동대문구,교습소,청계드로잉미술교습소,서울특별시 동대문구 천호대로55길 11,", 상가2층 208호 (답십리동, 힐스테이트청계)",예능(대),25
동대문구,교습소,청계이화피아노음악교습소,서울특별시 동대문구 천호대로55길 11,", 상가2층 204호 (답십리동, 힐스테이트 청계)",예능(대),40
동대문구,교습소,솔다영어교습소,서울특별시 동대문구 답십리로 140,", 209호 (답십리동, 세기프라자)",국제화,30
동대문구,교습소,피카소미술교습소,서울특별시 동대문구 답십리로69길 49,", 2층 (장안동)",예능(대),54
동대문구,교습소,피카딜리미술교습소,서울특별시 동대문구 천호대로55길 11,", 상가2층 202호 (답십리동, 힐스테이트청계아파트)",예능(대),24
동대문구,학원,교원더퍼스트캠퍼스제기직영학원,서울특별시 동대문구 약령시로 18,", 2층 (제기동, 정주빌딩)",입시.검정 및 보습,144
동대문구,학원,가온국어논술학원,서울특별시 동대문구 장한로 140,", 2층 1호 (장안동)",입시.검정 및 보습,84
동대문구,교습소,잉글리쉬무무제기제1학습관영어교습소,서울특별시 동대문구 고산자로 512,", 2층 일부 (제기동)",입시.검정 및 보습,27
동대문구,학원,SJ스펀지학원,서울특별시 동대문구 천호대로91길 83,", 2층 일부 (장안동)",입시.검정 및 보습,240
동대문구,학원,라온수학학원,서울특별시 동대문구 사가정로 202,", 2층 (전농동)",입시.검정 및 보습,114
동대문구,교습소,엘수학교습소,서울특별시 동대문구 신이문로 23,", 2층 (이문동)",입시.검정 및 보습,30
동대문구,교습소,수학의달인청계힐스테이트점수학교습소,서울특별시 동대문구 천호대로55길 11,", 상가2층 205호 (답십리동, 힐스테이트청계)",입시.검정 및 보습,18
동대문구,교습소,아이스토리미술교습소,서울특별시 동대문구 이문로16길 18,", 상가동 2층 202호?204호 (이문동, 래미안이문2차아파트)",예능(대),12
동대문구,학원,매쓰멘토스학원,서울특별시 동대문구 답십리로 255,", 4층 일부 (장안동)",입시.검정 및 보습,75
동대문구,교습소,탑스터디수학교습소,서울특별시 동대문구 망우로16길 31-7,", 1층 (휘경동)",입시.검정 및 보습,3
동대문구,학원,킴앤쵸이영어전문학원,서울특별시 동대문구 천호대로13길 53,", 2층 (용두동)",입시.검정 및 보습,40
동대문구,교습소,장안독서논술교습소,서울특별시 동대문구 장한로32길 17,", 201호 일부(1호) (장안동, 현진빌딩)",입시.검정 및 보습,80
동대문구,교습소,카이노스수학교습소,서울특별시 동대문구 이문로 38,", 4층 401호 일부 (휘경동, 민족통일빌딩)",입시.검정 및 보습,42
동대문구,학원,스마트수학학원,서울특별시 동대문구 한천로 264,", 3층 301호 (휘경동)",입시.검정 및 보습,64
동대문구,교습소,꿈터영어교습소,서울특별시 동대문구 휘경로2가길 21,", 4층 일부(좌측) (이문동)",입시.검정 및 보습,21
동대문구,교습소,아띠미술공방미술교습소,서울특별시 동대문구 한천로11길 45,", 3층 일부 (답십리동)",예능(대),24
동대문구,교습소,리딩스쿨(Reading School)영어교습소,서울특별시 동대문구 전농로11길 79,", 2층 (답십리동)",국제화,60
동대문구,학원,한은정국어전문학원,서울특별시 동대문구 답십리로 264,", 4층 일부 (장안동)",입시.검정 및 보습,120
동대문구,학원,엠베스트SE리더스영어학원,서울특별시 동대문구 전농로10길 20,", 상가1동 301호?302호 일부 (답십리동, 답십리청솔우성아파트)",입시.검정 및 보습,150
동대문구,학원,훈수학학원,서울특별시 동대문구 사가정로25길 28-1,", 3층 (장안동)",입시.검정 및 보습,180
동대문구,학원,씨앤씨올인원캠퍼스학원,서울특별시 동대문구 장한로28길 28,", 2층 (장안동)",입시.검정 및 보습,76
동대문구,학원,SBS아카데미뷰티스쿨(동대문2캠퍼스)학원,서울특별시 동대문구 왕산로 20,", 4층 일부 (신설동)",직업기술,864
동대문구,학원,유니크사진학원,서울특별시 동대문구 한천로 72,", 5층 (장안동, 민지빌딩)",직업기술,40
동대문구,교습소,삼성영어답십리영어교습소,서울특별시 동대문구 답십리로 140,", 2층 205호 (답십리동, 세기프라자)",입시.검정 및 보습,63
동대문구,학원,풀빛배움터수학학원,서울특별시 동대문구 천장산로 32-1,", 1층 일부?2층 (이문동)",입시.검정 및 보습,40
동대문구,교습소,자몽영어교습소,서울특별시 동대문구 약령시로 10-1,", 1층 일부 (제기동, 제기동빌딩)",입시.검정 및 보습,24
동대문구,학원,칼(Karl)수학학원,서울특별시 동대문구 답십리로 291-4,", 2층 (장안동)",입시.검정 및 보습,384
동대문구,교습소,미술생각미술교습소,서울특별시 동대문구 사가정로2길 72-1,", 2층 (답십리동)",예능(대),27
동대문구,학원,잉글리쉬무무학원,서울특별시 동대문구 천호대로 80,", 5층 (용두동)",입시.검정 및 보습,400
동대문구,학원,스카이(SKY)뮤엠영어학원,서울특별시 동대문구 신이문로 37,", 4층 (이문동)",입시.검정 및 보습,105
